,,合计 Total,农业；林业；畜牧业；狩猎；诱捕；捕鱼 Agriculture; Forestry; Animal husbandry; Hunting; Trapping; Fishing,焙烤；制作或处理面团的设备；焙烤用面团 Baking; Equipment for making or processing doughs; Doughs for baking,屠宰；肉品处理；家禽或鱼的加工 Butchering; Meat treatment; Processing poultry or fish,"其他类不包含的食品或食料；及其处理 Foods or foodstuffs; Treatment thereof, not covered by other classes",烟草；雪茄烟；纸烟；模拟吸烟装置；吸烟者用品 Tobacco; Cigars; Cigarettes; Simulated smoking devices; Smokers' requisites,服装 Wearing apparel,帽类制品 Headwear,鞋类 Footwear,服饰缝纫用品；珠宝 Haberdashery; Jewellery,手携物品或旅行品 Hand or travelling articles,刷类制品 Brushware,家具；家庭用的物品或设备；咖啡磨；香料磨；一般吸尘器 Furniture; Domestic articles or appliances; Coffee mills; Spice mills; Suction cleaners in general,医学或兽医学；卫生学 Medical or veterinary science; Hygiene,救生；消防 Life-saving; Fire-fighting,运动；游戏；娱乐活动 Sports; Games; Amusements,本部其他类目中不包括的技术主题 Subject matter not otherwise provided for in this section,一般的物理或化学的方法或装置 Physical or chemical processes or apparatus in general,"破碎、磨粉或粉碎；谷物碾磨的预处理 Crushing, pulverising, or disintegrating; Preparatory treatment of grain for milling",用液体或用风力摇床或风力跳汰机分离固体物料；从固体物料或流体中分离固体物料的磁或静电分离；高压电场分离 Separation of solid materials using liquids or using pneumatic tables or jigs; Magnetic or electrostatic separation of solid materials from solid materials or fluids; Separation by high-voltage electric fields,用于实现物理或化学工艺过程的离心装置或离心机 Centrifugal apparatus or machines for carrying-out physical or chemical processes,"一般喷射或雾化；对表面涂覆流体的一般方法 Spraying or atomising in general; Applying fluent materials to surfaces, in general",一般机械振动的发生或传递 Generating or transmitting mechanical vibrations in general,将固体从固体中分离；分选 Separating solids from solids; Sorting,清洁 Cleaning,固体废物的处理；被污染土壤的再生 Disposal of solid waste; Reclamation of contaminated soil,基本上无切削的金属机械加工；金属冲压 Mechanical metal-working without essentially removing material; Punching metal,铸造；粉末冶金 Casting; Powder metallurgy,机床；其他类目中不包括的金属加工 Machine tools; Metal-working not otherwise provided for,磨削；抛光 Grinding; Polishing,手动工具；轻便机动工具；手动器械的手柄；车间设备；机械手 Hand tools; Portable power-driven tools; Handles for hand implements; Workshop equipment; Manipulators,手动切割工具；切割；切断 Hand cutting tools; Cutting; severing,木材或类似材料的加工或保存；一般钉钉机或钉U形钉机 Working or preserving wood or similar material; Nailing or stapling machines in general,"加工水泥、黏土或石料 Working cement, clay, or stone",塑料的加工；一般处于塑性状态物质的加工 Working of plastics; Working of substances in a plastic state in general,压力机 Presses,"纸品或纸板或类似纸的方式加工的材料制品制作；纸或纸板或类似纸的方式加工的材料的加工 Making articles of paper, cardboard or material worked in a manner analogous to paper; Working paper, cardboard or material worked in a manner analogous to paper",层状产品 Layered products,增材制造技术 Additive manufacturing technology,印刷；排版机；打字机；模印机 Printing; Lining machines; Typewriters; Stamps,装订；图册；文件夹；特种印刷品 Bookbinding; Albums; Files; Special printed matter,书写或绘图器具；办公用品 Writing or drawing implements; Bureau accessories,装饰艺术 Decorative arts,一般车辆 Vehicles in general,铁路 Railways,无轨陆用车辆 B62B手动车辆，例如手推车或摇篮车；雪橇 Land vehicles for travelling otherwise than on rails,船舶或其他水上船只；与船有关的设备 Ships or other waterborne vessels; Related equipment,飞行器；航空；宇宙航行 Aircraft; Aviation; Cosmonautics,输送；包装；贮存；搬运薄的或细丝状材料 Conveying; Packing; Storing; Handling thin or filamentary material,卷扬；提升；牵引 Hoisting; Lifting; Hauling,"开启或封闭瓶子、罐或类似的容器；液体的贮运 Opening or closing bottles, jars or similar containers; Liquid handling",鞍具；家具罩面 Saddlery; Upholstery,微观结构技术 Microstructural technology,超微技术 Nanotechnology,无机化学 Inorganic chemistry,"水、废水、污水或污泥的处理 Treatment of water, waste water, sewage, or sludge",玻璃；矿棉或渣棉 Glass; Mineral or slag wool,水泥；混凝土；人造石；陶瓷；耐火材料 Cements; Concrete; Artificial stone; Ceramics; Refractories,肥料；肥料制造 Fertilisers; Manufacture thereof,炸药；火柴 Explosives; Matches,有机化学 Organic chemistry,有机高分子化合物；其制备或化学加工；以其为基料的组合物 Organic macromolecular compounds; Their preparation or chemical working-up; Compositions based thereon,染料；涂料；抛光剂；天然树脂；黏合剂；其他类目不包含的组合物；其他类目不包含的材料的应用 Dyes; Paints; Polishes; Natural resins; Adhesives; Compositions not otherwise provided for; Applications of materials not otherwise provided for,"石油、煤气及炼焦工业；含一氧化碳的工业气体；燃料；润滑剂；泥煤 Petroleum, gas or coke industries; Technical gases containing carbon monoxide; Fuels; Lubricants; Peat","动物或植物油、脂、脂肪物质或蜡；由此制取的脂肪酸；洗涤剂；蜡烛 Animal or vegetable oils, fats, fatty substances or waxes; Fatty acids therefrom; Detergents; Candles",生物化学；啤酒；烈性酒；果汁酒；醋；微生物学；酶学；突变或遗传工程 Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation or genetic engineering,糖工业 Sugar industry,小原皮；大原皮；毛皮或皮革 Skins; Hides; Pelts or leather,铁的冶金 Metallurgy of iron,冶金；黑色或有色金属合金；合金或有色金属的处理 Metallurgy; Ferrous or non-ferrous alloys; Treatment of alloys or non-ferrous metals,"对金属材料的镀覆；用金属材料对材料的镀覆；表面化学处理；金属材料的扩散处理；真空蒸发法、溅射法、离子注入法或化学气相沉积法的一般镀覆；金属材料腐蚀或积垢的一般抑制 Coating metallic material; Coating material with metallic material; Chemical surface treatment; Diffusion treatment of metallic material; Coating by vacuum evaporation, by sputtering, by ion implantation or by chemical vapour deposition, in general; Inhibiting corrosion of metallic material or incrustation in general",电解或电泳工艺；其所用设备 Electrolytic or electrophoretic processes; Apparatus therefor,晶体生长 Crystal growth,组合技术 Combinatorial technology,天然或化学的线或纤维；纺纱或纺丝 Natural or man-made threads or fibres; Spinning,纱线；纱线或绳索的机械整理；整经或络经 Yarns; Mechanical finishing of yarns or ropes; Warping or beaming,织造 Weaving,编织；花边制作；针织；饰带；非织造布 Braiding; Lace-making; Knitting; Trimmings; Non-woven fabrics,缝纫；绣花；簇绒 Sewing; Embroidering; Tufting,织物等的处理；洗涤；其他类不包括的柔性材料 Treatment of textiles or the like; Laundering; Flexible materials not otherwise provided for,绳；除电缆以外的缆索 Ropes; Cables other than electric,造纸；纤维素的生产 Paper-making; Production of cellulose,"道路，铁路和桥梁的建筑 Construction of road, railways or bridges",水利工程；基础；疏浚 Hydraulic engineering; Foundations; Soil-shifting,给水；排水 Water supply; Sewerage,建筑物 Building,锁；钥匙；门窗；保险箱 Locks; Keys; Window or door fittings;Safes,一般门、窗、百叶窗或卷辊遮帘；梯子 Doors; Windows; Shutters; Roller blinds in general; Ladders,土层或岩石的钻进；采矿 Earth or rock drilling; Mining,一般机器或发动机；一般的发动机装置；蒸汽机 Mechanical engineering; Lighting; Heating; Weapons; Blasting,燃烧发动机；热气或燃烧生成物的发动机装置 Machines or engines in general; Engine plants in general; Steam engines,"液力机械或液力发动机；风力、弹力或重力发动机；其他类目中不包括的产生机械动力或反推力的发动机 Machines or engines for liquids; Wind, spring, or weight motors; Producing mechanical power or a reactive propulsive thrust, not otherwise provided for",液体变容式机械；液体泵或弹性流体泵 Prositive-displacement machines for liquids; Pumps for liquids or elastic fluids,流体压力执行机构；一般液压技术和气动技术 Fluid-pressure actuators; Hydraulics or pneumatics in general,工程元件或部件；为产生和保持机器或设备的有效运行的一般措施；一般绝热 Engineering elements or units;General measures for producing and maintaining effective functioning of machines or installations;Thermal insulation in general,气体或液体的贮存或分配 Storing or Distributing gases or liquids,照明 Lighting,蒸汽的发生 Steam generation,燃烧设备；燃烧方法 Combustion apparatus;Combustion processes,供热；炉灶；通风 Heating; Ranges; Ventilating,制冷或冷却；加热和制冷的联合系统；热泵系统；冰的制造或储存；气体的液化或固化 Refrigeration or cooling; Combined heating and refrigeration systems;Heat pump systems; Manufacture or storage of ice;Liquefaction or solidification of gases,干燥 Drying,"炉；窑；烘烤炉；蒸馏炉 Furnaces;Kilns,ovens or retorts",一般热交换 Heat exchange in general,武器 Weapons,弹药；爆破 Ammunition; Blasting,测量；测试 Measuring; Testing,光学技术 Optics,摄影术；电影术；利用了光波以外其他波的类似技术；电记录术；全息摄影术 Photography; Cinematography; Analogous techniques using waves other than optical waves;Electrography;Holography,测时学 Horology,控制；调节 Controlling; Regulating,计算；推算；计数技术 Computing; Calculating or counting,核算装置 Checking-devices,信号装置 Signaling,教育；密码术；显示；广告；印鉴 Educating; Cryptography; Display;Advertising; Seals,乐器；声学 Musical instruments; Acoustics,信息存储 Information storage,仪器的结构零部件 Instrument details,特别适用于特定应用领域的信息通信技术 Information and communication technology specially adapted for specific application fields,核物理；核工程 Nuclear physics; Nuclear engineering,基本电气元件 Basic electric elements,"发电、变电或配电 Generation,conversion,or distribution of electric power",基本电子电路 Basic electric circuitry,电通信技术 Electric communication technique,其它类不包括的电技术 Electric techniques not otherwise provided for
瑞士,CH,2353,6,1,0,31,100,4,0,1,14,1,2,72,212,3,6,0,39,7,2,0,15,0,1,2,1,12,3,22,7,10,7,3,3,38,2,8,20,0,18,3,0,1,15,2,8,3,1,123,65,9,0,1,0,3,5,3,2,0,0,176,44,14,1,6,43,0,0,1,2,10,1,0,0,19,4,1,0,1,1,0,5,9,6,5,5,2,2,10,28,18,4,13,3,40,3,1,4,29,9,2,4,1,9,0,0,257,24,3,142,31,35,4,17,5,5,0,0,11,0,132,144,7,62,21
智利,CL,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中国,CN,440691,9039,250,309,2851,443,291,35,304,160,324,107,3893,16298,733,2554,0,10158,1612,809,131,1862,86,1229,1701,870,4398,2524,9716,2766,3451,1180,760,1483,3536,294,382,1141,6,1287,153,264,416,7339,1464,2474,1577,1751,8064,2834,260,22,219,23,3547,3911,1013,3944,269,151,12397,9200,5779,1888,567,11019,30,204,1308,4810,2670,1485,490,26,1177,200,359,633,411,2764,46,660,3025,3364,1297,5315,932,963,4921,1103,1446,1386,2368,841,6207,504,1672,255,1117,5457,2007,1127,445,768,220,329,38059,5470,1184,213,6859,49818,1367,2900,4102,1642,931,25,1029,457,27887,14146,1632,45273,3837
哥伦比亚,CO,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
塞浦路斯,CY,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
捷克,CZ,36,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,2,0
德国,DE,9397,41,0,9,12,16,4,5,13,2,3,10,112,454,6,14,0,153,19,3,9,40,7,5,9,1,84,34,181,19,51,14,31,5,191,15,9,45,0,113,16,3,5,728,49,124,12,25,224,62,10,0,12,0,25,5,26,19,3,1,204,247,122,24,13,50,0,0,13,20,68,30,2,0,31,10,6,29,5,51,0,32,50,5,31,22,100,11,12,223,255,68,175,58,865,13,74,3,37,34,63,13,3,22,6,2,711,78,31,2,123,196,18,33,11,51,5,0,16,2,897,463,53,368,149
丹麦,DK,696,4,0,4,4,0,0,0,0,1,1,0,6,84,0,6,0,18,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,16,0,0,1,0,0,0,2,1,3,0,4,1,0,11,6,2,1,0,0,0,0,1,1,0,0,26,3,0,4,5,30,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,4,5,3,0,4,7,9,147,21,3,31,1,6,0,1,6,16,4,2,9,0,0,36,3,0,0,1,6,0,4,2,1,0,0,2,0,7,17,0,77,1
爱沙尼亚,EE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
埃及,EG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西班牙,ES,223,4,0,0,2,0,1,1,0,0,0,0,6,27,0,1,0,0,0,0,1,0,1,0,0,0,2,1,2,0,4,0,0,2,4,0,2,0,0,2,0,0,0,12,0,2,2,3,5,3,1,0,0,0,1,0,1,0,0,0,12,5,2,0,2,9,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,7,4,1,1,0,4,9,0,0,10,0,0,0,1,4,0,1,1,1,3,3,8,3,1,0,0,2,0,2,0,2,0,0,0,0,9,10,0,4,1
芬兰,FI,553,4,0,0,1,0,0,0,1,0,1,0,1,17,2,0,0,17,9,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,2,0,1,4,0,0,0,0,0,3,0,1,3,1,13,82,0,0,0,0,1,3,1,0,0,0,8,6,5,7,1,6,0,0,1,4,9,2,0,0,3,1,0,0,0,0,0,25,1,2,1,2,1,1,5,4,18,0,1,1,7,1,3,1,2,2,0,1,3,0,0,0,22,2,0,0,1,25,4,2,2,3,0,0,1,2,18,11,3,141,8
斐济,FJ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
法国,FR,2949,17,3,0,7,1,3,1,3,2,37,2,42,211,4,6,0,59,1,3,3,21,1,0,5,1,6,18,25,4,11,7,1,1,85,0,0,35,0,3,0,5,2,274,12,52,5,43,47,9,4,0,0,0,7,9,15,15,1,0,69,70,34,31,2,35,0,1,2,3,14,4,2,0,0,2,8,1,0,16,2,5,1,5,2,10,13,5,9,66,54,15,27,4,137,24,44,1,16,6,19,3,3,15,2,0,190,82,3,3,44,101,7,10,4,8,6,0,3,5,179,113,14,226,40
英国,GB,1380,8,0,0,2,22,1,2,1,0,14,1,28,141,7,8,0,51,1,3,1,4,1,1,2,1,2,8,8,2,0,1,0,0,22,0,0,2,0,15,2,0,0,20,1,16,1,13,25,4,1,0,0,0,6,1,4,1,0,0,99,19,7,10,7,37,0,1,0,6,3,1,0,0,1,0,0,1,0,1,0,1,4,5,3,2,3,3,17,23,8,15,10,0,57,2,5,1,8,3,7,0,1,5,1,0,105,22,7,0,6,95,2,2,5,4,4,0,1,1,82,65,11,119,17
直布罗陀,GI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
几内亚,GN,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
希腊,GR,20,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
克罗地亚,HR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
匈牙利,HU,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
爱尔兰,IE,255,3,0,0,1,0,1,0,0,0,1,0,0,37,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,6,1,0,1,9,0,1,0,0,0,0,0,0,0,0,0,10,2,0,0,3,15,0,2,0,0,3,0,1,0,41,17,1,50,4
以色列,IL,422,10,0,0,2,0,1,0,0,0,3,0,2,142,1,1,0,6,0,0,0,4,0,0,0,0,0,0,10,0,3,1,0,0,12,0,1,0,0,16,0,0,0,7,0,2,0,0,9,0,2,0,0,0,3,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,6,1,0,0,0,1,0,0,0,1,1,0,31,15,5,0,3,26,0,1,1,1,1,0,3,0,16,7,0,36,1
印度,IN,131,4,0,0,0,0,0,0,0,0,0,1,0,21,0,1,0,5,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,14,2,0,0,0,3,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,3,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,2,4,0,22,0
伊朗,IR,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
冰岛,IS,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
意大利,IT,1171,12,1,0,9,4,2,0,1,0,3,1,56,85,0,7,0,13,3,2,2,2,0,0,1,1,14,14,16,5,4,2,2,8,50,1,4,8,0,9,2,1,1,42,6,49,5,2,83,5,6,0,2,0,2,1,0,2,0,0,23,52,2,3,3,3,0,4,1,1,3,8,0,0,2,0,5,15,2,11,0,5,1,3,1,10,29,5,3,25,13,4,28,6,61,1,24,0,11,10,2,2,2,7,3,0,72,13,5,1,9,7,5,1,1,0,0,0,0,0,37,31,6,29,9
日本,JP,28955,166,5,0,78,15,24,0,7,63,38,6,143,1065,4,119,0,225,14,7,8,70,17,11,16,2,173,141,613,101,210,28,8,39,435,10,7,225,0,772,10,20,13,1243,54,526,25,7,498,349,23,3,2,0,99,45,175,64,3,0,261,1063,514,52,22,128,0,1,41,240,294,70,50,0,56,13,27,62,62,92,2,33,5,121,63,18,95,13,9,267,552,25,377,100,1126,33,133,7,59,276,280,20,16,100,7,0,1417,976,1030,70,389,970,113,115,199,82,170,0,12,6,3756,1460,245,2397,739
韩国,KR,9311,20,2,1,8,3,0,1,4,3,27,7,80,298,5,41,0,79,1,7,3,11,1,8,4,4,28,25,34,6,6,10,0,4,31,0,1,33,0,15,3,6,0,328,4,82,22,2,48,9,4,0,2,1,18,17,8,6,2,0,193,317,130,8,5,89,0,1,27,72,63,7,4,0,15,0,2,3,1,84,0,2,5,12,10,24,28,10,3,102,136,5,76,6,258,16,69,5,17,135,133,7,11,9,0,0,257,323,124,8,39,750,21,23,342,49,270,0,7,7,1500,234,71,1668,145
开曼群岛,KY,2723,0,2,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,2,2,0,8,1673,20,4,3,18,2,0,2,0,79,10,2,862,2
哈萨克斯坦,KZ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黎巴嫩,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
列支敦士登,LI,93,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
立陶宛,LT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
卢森堡,LU,204,0,1,0,0,0,0,0,0,0,4,0,0,20,0,0,0,5,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,33,0,6,0,0,6,0,0,0,0,0,1,1,0,1,0,0,1,6,0,0,0,1,0,0,7,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,8,0,4,0,5,1,1,0,0,0,2,0,4,0,0,0,8,3,5,0,0,4,0,0,0,0,0,0,0,1,21,1,3,6,2
拉脱维亚,LV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
摩洛哥,MA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
