,,合计 Total,农业；林业；畜牧业；狩猎；诱捕；捕鱼 Agriculture; Forestry; Animal husbandry; Hunting; Trapping; Fishing,焙烤；制作或处理面团的设备；焙烤用面团 Baking; Equipment for making or processing doughs; Doughs for baking,屠宰；肉品处理；家禽或鱼的加工 Butchering; Meat treatment; Processing poultry or fish,"其他类不包含的食品或食料；及其处理 Foods or foodstuffs; Treatment thereof, not covered by other classes",烟草；雪茄烟；纸烟；模拟吸烟装置；吸烟者用品 Tobacco; Cigars; Cigarettes; Simulated smoking devices; Smokers' requisites,服装 Wearing apparel,帽类制品 Headwear,鞋类 Footwear,服饰缝纫用品；珠宝 Haberdashery; Jewellery,手携物品或旅行品 Hand or travelling articles,刷类制品 Brushware,家具；家庭用的物品或设备；咖啡磨；香料磨；一般吸尘器 Furniture; Domestic articles or appliances; Coffee mills; Spice mills; Suction cleaners in general,医学或兽医学；卫生学 Medical or veterinary science; Hygiene,救生；消防 Life-saving; Fire-fighting,运动；游戏；娱乐活动 Sports; Games; Amusements,本部其他类目中不包括的技术主题 Subject matter not otherwise provided for in this section,一般的物理或化学的方法或装置 Physical or chemical processes or apparatus in general,"破碎、磨粉或粉碎；谷物碾磨的预处理 Crushing, pulverising, or disintegrating; Preparatory treatment of grain for milling",用液体或用风力摇床或风力跳汰机分离固体物料；从固体物料或流体中分离固体物料的磁或静电分离；高压电场分离 Separation of solid materials using liquids or using pneumatic tables or jigs; Magnetic or electrostatic separation of solid materials from solid materials or fluids; Separation by high-voltage electric fields,用于实现物理或化学工艺过程的离心装置或离心机 Centrifugal apparatus or machines for carrying-out physical or chemical processes,"一般喷射或雾化；对表面涂覆流体的一般方法 Spraying or atomising in general; Applying fluent materials to surfaces, in general",一般机械振动的发生或传递 Generating or transmitting mechanical vibrations in general,将固体从固体中分离；分选 Separating solids from solids; Sorting,清洁 Cleaning,固体废物的处理；被污染土壤的再生 Disposal of solid waste; Reclamation of contaminated soil,基本上无切削的金属机械加工；金属冲压 Mechanical metal-working without essentially removing material; Punching metal,铸造；粉末冶金 Casting; Powder metallurgy,机床；其他类目中不包括的金属加工 Machine tools; Metal-working not otherwise provided for,磨削；抛光 Grinding; Polishing,手动工具；轻便机动工具；手动器械的手柄；车间设备；机械手 Hand tools; Portable power-driven tools; Handles for hand implements; Workshop equipment; Manipulators,手动切割工具；切割；切断 Hand cutting tools; Cutting; severing,木材或类似材料的加工或保存；一般钉钉机或钉U形钉机 Working or preserving wood or similar material; Nailing or stapling machines in general,"加工水泥、黏土或石料 Working cement, clay, or stone",塑料的加工；一般处于塑性状态物质的加工 Working of plastics; Working of substances in a plastic state in general,压力机 Presses,"纸品或纸板或类似纸的方式加工的材料制品制作；纸或纸板或类似纸的方式加工的材料的加工 Making articles of paper, cardboard or material worked in a manner analogous to paper; Working paper, cardboard or material worked in a manner analogous to paper",层状产品 Layered products,增材制造技术 Additive manufacturing technology,印刷；排版机；打字机；模印机 Printing; Lining machines; Typewriters; Stamps,装订；图册；文件夹；特种印刷品 Bookbinding; Albums; Files; Special printed matter,书写或绘图器具；办公用品 Writing or drawing implements; Bureau accessories,装饰艺术 Decorative arts,一般车辆 Vehicles in general,铁路 Railways,无轨陆用车辆 B62B手动车辆，例如手推车或摇篮车；雪橇 Land vehicles for travelling otherwise than on rails,船舶或其他水上船只；与船有关的设备 Ships or other waterborne vessels; Related equipment,飞行器；航空；宇宙航行 Aircraft; Aviation; Cosmonautics,输送；包装；贮存；搬运薄的或细丝状材料 Conveying; Packing; Storing; Handling thin or filamentary material,卷扬；提升；牵引 Hoisting; Lifting; Hauling,"开启或封闭瓶子、罐或类似的容器；液体的贮运 Opening or closing bottles, jars or similar containers; Liquid handling",鞍具；家具罩面 Saddlery; Upholstery,微观结构技术 Microstructural technology,超微技术 Nanotechnology,无机化学 Inorganic chemistry,"水、废水、污水或污泥的处理 Treatment of water, waste water, sewage, or sludge",玻璃；矿棉或渣棉 Glass; Mineral or slag wool,水泥；混凝土；人造石；陶瓷；耐火材料 Cements; Concrete; Artificial stone; Ceramics; Refractories,肥料；肥料制造 Fertilisers; Manufacture thereof,炸药；火柴 Explosives; Matches,有机化学 Organic chemistry,有机高分子化合物；其制备或化学加工；以其为基料的组合物 Organic macromolecular compounds; Their preparation or chemical working-up; Compositions based thereon,染料；涂料；抛光剂；天然树脂；黏合剂；其他类目不包含的组合物；其他类目不包含的材料的应用 Dyes; Paints; Polishes; Natural resins; Adhesives; Compositions not otherwise provided for; Applications of materials not otherwise provided for,"石油、煤气及炼焦工业；含一氧化碳的工业气体；燃料；润滑剂；泥煤 Petroleum, gas or coke industries; Technical gases containing carbon monoxide; Fuels; Lubricants; Peat","动物或植物油、脂、脂肪物质或蜡；由此制取的脂肪酸；洗涤剂；蜡烛 Animal or vegetable oils, fats, fatty substances or waxes; Fatty acids therefrom; Detergents; Candles",生物化学；啤酒；烈性酒；果汁酒；醋；微生物学；酶学；突变或遗传工程 Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation or genetic engineering,糖工业 Sugar industry,小原皮；大原皮；毛皮或皮革 Skins; Hides; Pelts or leather,铁的冶金 Metallurgy of iron,冶金；黑色或有色金属合金；合金或有色金属的处理 Metallurgy; Ferrous or non-ferrous alloys; Treatment of alloys or non-ferrous metals,"对金属材料的镀覆；用金属材料对材料的镀覆；表面化学处理；金属材料的扩散处理；真空蒸发法、溅射法、离子注入法或化学气相沉积法的一般镀覆；金属材料腐蚀或积垢的一般抑制 Coating metallic material; Coating material with metallic material; Chemical surface treatment; Diffusion treatment of metallic material; Coating by vacuum evaporation, by sputtering, by ion implantation or by chemical vapour deposition, in general; Inhibiting corrosion of metallic material or incrustation in general",电解或电泳工艺；其所用设备 Electrolytic or electrophoretic processes; Apparatus therefor,晶体生长 Crystal growth,组合技术 Combinatorial technology,天然或化学的线或纤维；纺纱或纺丝 Natural or man-made threads or fibres; Spinning,纱线；纱线或绳索的机械整理；整经或络经 Yarns; Mechanical finishing of yarns or ropes; Warping or beaming,织造 Weaving,编织；花边制作；针织；饰带；非织造布 Braiding; Lace-making; Knitting; Trimmings; Non-woven fabrics,缝纫；绣花；簇绒 Sewing; Embroidering; Tufting,织物等的处理；洗涤；其他类不包括的柔性材料 Treatment of textiles or the like; Laundering; Flexible materials not otherwise provided for,绳；除电缆以外的缆索 Ropes; Cables other than electric,造纸；纤维素的生产 Paper-making; Production of cellulose,"道路，铁路和桥梁的建筑 Construction of road, railways or bridges",水利工程；基础；疏浚 Hydraulic engineering; Foundations; Soil-shifting,给水；排水 Water supply; Sewerage,建筑物 Building,锁；钥匙；门窗；保险箱 Locks; Keys; Window or door fittings;Safes,一般门、窗、百叶窗或卷辊遮帘；梯子 Doors; Windows; Shutters; Roller blinds in general; Ladders,土层或岩石的钻进；采矿 Earth or rock drilling; Mining,一般机器或发动机；一般的发动机装置；蒸汽机 Mechanical engineering; Lighting; Heating; Weapons; Blasting,燃烧发动机；热气或燃烧生成物的发动机装置 Machines or engines in general; Engine plants in general; Steam engines,"液力机械或液力发动机；风力、弹力或重力发动机；其他类目中不包括的产生机械动力或反推力的发动机 Machines or engines for liquids; Wind, spring, or weight motors; Producing mechanical power or a reactive propulsive thrust, not otherwise provided for",液体变容式机械；液体泵或弹性流体泵 Prositive-displacement machines for liquids; Pumps for liquids or elastic fluids,流体压力执行机构；一般液压技术和气动技术 Fluid-pressure actuators; Hydraulics or pneumatics in general,工程元件或部件；为产生和保持机器或设备的有效运行的一般措施；一般绝热 Engineering elements or units;General measures for producing and maintaining effective functioning of machines or installations; Thermal insulation in general,气体或液体的贮存或分配 Storing or Distributing gases or liquids,照明 Lighting,蒸汽的发生 Steam generation,燃烧设备；燃烧方法 Combustion apparatus;Combustion processes,供热；炉灶；通风 Heating; Ranges; Ventilating,制冷或冷却；加热和制冷的联合系统；热泵系统；冰的制造或储存；气体的液化或固化 Refrigeration or cooling; Combined heating and refrigeration systems;Heat pump systems; Manufacture or storage of ice;Liquefaction or solidification of gases,干燥 Drying,"炉；窑；烘烤炉；蒸馏炉 Furnaces;Kilns,ovens or retorts",一般热交换 Heat exchange in general,武器 Weapons,弹药；爆破 Ammunition; Blasting,测量；测试 Measuring; Testing,光学技术 Optics,摄影术；电影术；利用了光波以外其他波的类似技术；电记录术；全息摄影术 Photography; Cinematography; Analogous techniques using waves other than optical waves; Electrography; Holography,测时学 Horology,控制；调节 Controlling; Regulating,计算；推算；计数技术 Computing; Calculating or counting,核算装置 Checking-devices,信号装置 Signaling,教育；密码术；显示；广告；印鉴 Educating; Cryptography; Display;Advertising; Seals,乐器；声学 Musical instruments; Acoustics,信息存储 Information storage,仪器的结构零部件 Instrument details,特别适用于特定应用领域的信息通信技术 Information and communication technology specially adapted for specific application fields,核物理；核工程 Nuclear physics; Nuclear engineering,基本电气元件 Basic electric elements,"发电、变电或配电 Generation, conversion,or distribution of electric power",基本电子电路 Basic electric circuitry,电通信技术 Electric communication technique,其它类不包括的电技术 Electric techniques not otherwise provided for
加拿大,CA,1049,17,1,0,4,3,2,0,3,0,2,0,27,144,4,10,1,18,4,1,0,2,0,0,0,1,3,7,9,0,5,3,2,0,20,1,1,5,0,0,1,0,1,36,1,6,0,52,17,3,0,0,2,0,9,10,0,4,0,0,42,13,14,2,1,27,0,0,0,4,0,4,2,1,1,0,0,2,0,1,0,0,2,1,1,9,26,1,14,4,6,2,9,1,26,1,5,0,1,5,3,0,1,7,0,0,56,8,3,0,4,77,1,11,3,7,0,0,7,10,53,30,12,80,6
刚果（金）,CD,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
瑞士,CH,3693,36,0,0,103,212,9,1,3,22,5,1,89,519,4,2,2,61,8,2,7,32,0,3,1,0,6,2,36,7,27,3,7,7,32,6,6,20,3,9,5,0,5,89,7,43,3,5,113,57,1,2,4,0,16,7,8,16,1,0,299,71,35,3,15,104,0,2,0,12,20,6,2,0,52,3,3,5,0,10,2,4,10,7,17,10,2,2,14,16,14,7,32,5,53,0,2,0,18,8,2,1,1,6,0,3,305,30,2,142,31,95,7,8,2,8,6,0,22,2,177,154,26,95,28
智利,CL,27,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0
中国,CN,1372105,33239,1754,814,20686,2804,3233,461,1122,692,1924,397,18957,69518,3151,7155,2519,35443,6955,1887,530,7927,153,5918,7811,3078,13750,6713,32507,10594,12643,4816,3657,6492,15252,1454,1509,4167,1,3865,450,814,1078,22720,3480,7065,4208,5311,38046,10212,1459,56,467,38,8500,17574,3239,11087,3414,419,23476,22684,15851,4780,2434,22886,102,515,3549,8557,5921,3189,1223,89,3098,718,1049,2094,1078,9690,214,2021,12151,12356,4268,22995,3745,3424,14626,3215,3800,3301,7492,2228,25366,1826,6512,1123,4336,17125,5580,4320,2413,2908,982,1279,102195,12701,2874,508,16035,197426,6728,8799,11884,5615,1481,43,7214,1180,64604,37586,5156,80930,11372
哥斯达黎加,CR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古巴,CU,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
塞浦路斯,CY,20,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,3,0
捷克,CZ,63,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0,7,3
德国,DE,16080,132,2,8,34,23,7,6,19,6,16,12,207,791,22,27,4,277,27,6,15,66,3,23,17,1,84,86,260,45,152,14,19,9,260,20,7,72,14,72,25,3,5,1718,81,212,17,90,262,73,53,2,32,0,52,18,49,53,14,0,432,471,218,18,32,157,0,3,21,44,84,53,13,2,55,10,8,42,5,71,2,35,43,30,30,57,166,13,19,331,310,71,176,51,1074,20,62,1,17,52,54,9,12,38,2,3,1283,205,70,5,258,715,46,174,22,106,5,2,53,9,1490,698,111,593,194
丹麦,DK,972,4,5,3,31,1,1,0,3,2,1,0,10,153,0,14,1,29,1,2,0,0,0,0,0,1,0,0,3,0,8,1,1,0,20,0,0,3,0,0,0,0,0,2,0,5,6,0,5,4,5,0,0,0,17,1,1,0,0,0,47,8,7,7,11,65,1,1,0,0,1,7,0,0,0,1,0,2,0,3,0,0,1,1,3,12,4,3,3,8,12,142,20,5,29,1,1,0,1,7,6,0,2,14,0,0,35,6,0,0,9,5,0,2,2,2,0,0,9,0,7,38,3,73,1
多米尼加,DO,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
爱沙尼亚,EE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0
埃及,EG,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
西班牙,ES,391,7,0,0,10,0,0,2,1,0,0,0,5,56,0,3,0,3,1,0,0,1,0,0,0,0,1,2,7,0,1,2,0,1,8,0,0,1,0,1,1,0,1,15,0,3,5,12,14,1,0,0,0,0,3,0,0,2,0,1,31,8,1,2,0,13,0,0,0,1,2,4,0,0,0,0,0,0,0,2,0,0,0,5,3,7,6,0,0,2,2,18,1,1,17,0,1,0,1,3,0,1,0,1,0,0,23,4,0,1,1,10,1,0,1,2,0,0,0,0,19,10,1,13,1
芬兰,FI,970,7,0,0,4,0,1,0,0,0,0,0,3,49,3,3,3,19,3,9,1,1,0,2,0,0,3,1,4,3,4,1,3,1,2,0,1,7,0,0,0,0,0,9,0,3,2,0,14,76,0,0,1,0,4,8,1,1,1,0,14,14,8,10,3,7,0,0,2,3,9,1,0,0,3,0,1,1,0,0,0,52,0,1,0,1,6,0,8,2,10,1,1,2,15,1,5,8,4,2,0,1,3,1,2,0,38,35,0,0,7,58,0,1,2,6,2,0,3,1,26,24,9,290,8
法国,FR,4948,47,6,2,40,1,6,2,3,3,58,12,67,575,6,7,5,132,3,1,0,26,1,0,0,1,10,20,32,6,21,3,1,6,107,0,0,79,3,8,4,4,2,393,18,77,11,128,51,14,3,0,3,1,52,15,57,25,4,1,148,142,48,37,5,62,0,0,6,11,19,7,7,0,5,4,5,2,0,17,6,3,2,4,5,11,24,19,5,97,87,11,39,5,185,59,24,1,14,11,47,0,2,27,5,0,251,106,8,0,33,251,7,17,13,10,6,0,19,14,344,166,35,233,54
英国,GB,2831,37,0,0,10,71,3,2,4,2,18,1,46,348,5,14,2,70,3,1,3,12,3,0,2,1,11,16,12,1,13,1,1,1,28,0,0,14,2,6,3,0,0,46,2,26,9,58,30,7,4,1,0,0,31,8,8,2,2,0,184,37,31,19,1,106,0,0,2,5,10,4,0,0,2,2,3,3,0,4,2,3,7,7,9,4,3,1,20,30,87,17,40,3,81,3,4,0,2,15,8,0,2,9,3,0,159,52,20,3,14,330,3,7,5,32,13,0,21,5,138,76,23,139,17
格鲁吉亚,GE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
直布罗陀,GI,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
几内亚,GN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
希腊,GR,25,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
克罗地亚,HR,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
匈牙利,HU,30,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,1,0,0,0,1,0,0,1,0,1,0
印度尼西亚,ID,5,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
爱尔兰,IE,517,7,0,0,5,0,0,0,0,0,0,0,1,118,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,6,2,0,0,6,0,4,2,2,2,0,0,0,0,0,1,0,0,1,0,0,22,4,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,26,3,1,2,5,13,0,9,0,0,1,1,0,0,0,0,0,35,2,1,0,4,44,1,0,2,1,2,0,1,0,55,46,29,17,8
以色列,IL,1051,38,0,0,7,1,2,0,1,0,2,0,5,444,0,4,1,14,0,0,1,1,0,0,0,0,0,3,30,0,6,0,0,0,10,0,2,1,5,11,0,0,1,12,1,2,0,5,10,1,0,0,0,2,3,5,1,1,0,0,29,8,3,1,1,21,0,0,0,1,0,2,0,0,1,0,1,0,0,4,0,0,3,1,3,3,2,0,0,0,0,1,4,0,5,0,3,0,0,3,3,0,0,2,3,0,81,32,5,0,5,79,0,4,2,1,2,0,4,1,29,18,1,41,5
印度,IN,296,21,0,0,1,0,1,0,0,1,0,0,0,70,0,1,0,1,0,0,0,0,0,0,0,0,0,2,7,2,1,1,0,0,1,0,2,0,0,1,0,0,0,9,0,17,0,5,3,0,0,0,0,0,2,4,6,1,1,0,46,7,2,2,6,8,0,3,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,8,0,0,0,0,2,1,0,0,0,0,0,3,2,0,0,1,17,0,2,0,0,0,0,0,0,5,0,0,7,0
伊拉克,IQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
伊朗,IR,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
冰岛,IS,12,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
意大利,IT,1723,19,2,0,28,7,13,1,10,2,5,2,71,152,2,8,0,26,0,3,0,9,1,4,1,2,18,8,16,9,13,9,2,4,61,0,5,10,2,10,1,0,1,95,5,30,7,15,110,16,5,0,8,0,1,1,6,4,0,1,44,58,8,3,2,25,0,4,3,3,2,1,0,0,9,4,6,10,3,21,0,2,6,2,2,8,41,5,0,24,21,4,23,3,76,1,10,0,6,17,5,3,5,6,4,1,87,23,1,1,13,29,2,5,4,4,6,0,0,1,102,53,15,33,22
泽西岛,JE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
约旦,JO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
日本,JP,47401,321,17,4,206,72,61,6,23,61,50,20,260,2113,13,201,30,473,21,14,9,149,17,11,33,16,208,241,728,174,555,33,13,75,552,12,11,402,1,717,24,29,19,2790,44,690,48,66,760,369,20,0,7,2,251,94,289,132,5,0,624,1702,981,103,40,399,1,3,65,354,456,148,100,2,113,19,42,77,43,201,8,56,14,210,72,47,121,22,9,241,559,21,429,92,1295,50,185,10,77,369,350,23,23,120,4,1,2484,1503,1270,55,619,2789,199,374,393,226,240,2,127,15,7020,2223,445,3134,840
肯尼亚,KE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
